0.1666666666666667,0.6209209625259531,1.548059309116814
0.125,0.2811407495605032,0.9096211272550518
0.1,0.1635785436265385,0.4332923802771127
0.08333333333333333,0.1080031625654589,0.2117524258923262
0.0625,0.05782611532637483,0.06097520267507095
0.04545454545454546,0.02969680380492856,0.01403735289736829
0.02380952380952381,0.007956377129455516,0.000635117582375111
0.01219512195121951,0.002073560971648458,2.525764123539886e-05
0.006172839506172839,0.0005303426286160651,1.001663417765641e-06
0.003105590062111801,0.0001341775608831863,4.251458340931435e-08
0.001557632398753894,3.374987285842401e-05,1.996497633882655e-09
0.0007800312012480499,8.463571508743328e-06,1.038327201996481e-10
0.00039032006245121,2.119182472837267e-06,7.086997655392224e-12
0.0001952362358453729,5.302053189826239e-07,4.278799536905353e-13
9.763718023823472e-05,1.326031853210452e-07,4.983791157542328e-12
4.882335709403378e-05,3.314512042607021e-08,3.112310409392194e-11
2.441287046530931e-05,8.261913153617684e-09,5.713496342707458e-11
1.22067332340519e-05,2.291672629439745e-09,1.618731815256069e-10
6.103441120103514e-06,5.290434756943796e-12,6.577598465895562e-10
3.051739186162194e-06,2.191455905631301e-10,1.318382736315016e-09
1.525874249651338e-06,4.254933738678801e-09,2.602511539606667e-09
7.629382889735581e-07,3.496947420522645e-08,4.029007882877522e-08
